season,voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
2014,adam-zucker,kansas-state-wildcats,0.2557,-4.01,3.5734,-13.8892,-12.9695,-14.6045,-13.9031,-13.3003,-14.3719,2.0,-23.48
2014,adam-zucker,georgia-tech-yellow-jackets,4.1613,13.6364,2.5821,-9.6493,14.6789,-13.704,-9.8452,8.6957,-12.9353,4.0,-7.554
2014,adam-zucker,south-carolina-gamecocks,0.0,0.0,0.0,-16.4732,-16.4732,0.0,-17.2975,-17.2975,0.0,0.0,-5.617
2014,adam-zucker,lsu-tigers,1.1743,11.8382,-6.8237,-4.1031,-0.2395,-7.0008,-6.2275,-1.6885,-9.6318,-1.0,-7.326
2014,adam-zucker,wisconsin-badgers,-3.3561,13.1063,-11.5873,-16.321,1.1772,-25.0702,-14.5956,3.0204,-23.4035,-2.0,-17.596
2014,adam-zucker,missouri-tigers,-10.0817,-3.1746,-14.2259,-19.5513,-4.7348,-28.4412,-19.5838,-5.291,-28.1595,-11.0,-21.519
2014,adam-zucker,byu-cougars,-34.0523,-34.0523,0.0,-27.6979,-27.6979,0.0,-32.6062,-32.6062,0.0,-18.0,-15.478
2014,adam-zucker,nebraska-cornhuskers,2.9089,3.5965,2.0495,-5.9142,0.3646,-13.7626,-5.63,-0.9043,-11.5371,5.0,-6.301
2014,adam-zucker,stanford-cardinal,2.7215,3.5616,-4.0,-5.1302,-5.9402,1.35,-6.0091,-6.7602,0.0,1.0,-7.429
2014,adam-zucker,virginia-tech-hokies,-14.881,-14.881,0.0,-11.1983,-11.1983,0.0,-9.6505,-9.6505,0.0,-5.0,-2.708
2014,adam-zucker,clemson-tigers,3.2073,0.1745,5.4819,-0.2753,3.3843,-3.02,-3.0947,-0.5038,-5.0379,6.0,-0.46
2014,adam-zucker,oklahoma-state-cowboys,-5.2083,-5.2083,0.0,-6.611,-6.611,0.0,-8.5021,-8.5021,0.0,-6.0,-5.147
2014,adam-zucker,utah-utes,-0.4582,5.1159,-3.8026,-0.1177,17.2413,-10.5331,-0.2543,16.1905,-10.1211,0.0,1.181
2014,adam-zucker,boise-state-broncos,-6.8421,0.0,-6.8421,-10.8882,0.0,-10.8882,-14.0132,0.0,-14.0132,-4.0,-6.182
2014,adam-zucker,north-carolina-tar-heels,-28.5948,-28.5948,0.0,-26.4059,-26.4059,0.0,-31.5359,-31.5359,0.0,-10.0,-9.212
2014,adam-zucker,florida-gators,-30.4815,-30.4815,0.0,-13.0554,-13.0554,0.0,-16.0386,-16.0386,0.0,-23.0,-9.206
2014,adam-zucker,duke-blue-devils,-11.1842,-8.3333,-11.6594,-6.344,-0.2583,-7.3583,-8.2483,-2.0833,-9.2758,-16.0,-7.679
2014,adam-zucker,east-carolina-pirates,-5.2778,-7.9167,0.0,-11.569,-14.0253,-6.6563,-11.627,-13.4722,-7.9365,-6.0,-12.861
2014,adam-zucker,minnesota-golden-gophers,-11.5185,-4.0,-15.2778,-6.5832,4.791,-12.2704,-9.6618,0.0,-14.4928,-7.0,-3.018
2014,adam-zucker,colorado-state-rams,-5.5214,0.0,-5.5214,-2.5609,0.0,-2.5609,-3.0576,0.0,-3.0576,-6.0,-2.327
2014,adam-zucker,louisville-cardinals,-8.302,-12.5,-6.203,-8.6548,-9.5575,-8.2035,-11.2845,-13.75,-10.0517,-10.0,-10.321
2014,adam-zucker,west-virginia-mountaineers,3.0962,0.0,3.0962,4.5525,0.0,4.5525,2.7398,0.0,2.7398,2.0,3.108
2014,adam-zucker,memphis-tigers,-12.4444,0.0,-12.4444,-6.9536,0.0,-6.9536,-7.3611,0.0,-7.3611,-8.0,-4.152
2014,adam-zucker,iowa-hawkeyes,-8.5217,-8.5217,0.0,11.5251,11.5251,0.0,10.9756,10.9756,0.0,-4.0,4.75
2014,adam-zucker,arkansas-razorbacks,-13.0435,0.0,-13.0435,-1.2435,0.0,-1.2435,-4.3478,0.0,-4.3478,-3.0,-0.286
2014,adam-zucker,marshall-thundering-herd,18.832,0.0,18.832,15.3141,0.0,15.3141,12.6218,0.0,12.6218,15.0,13.075
2014,bill-rabinowitz,florida-state-seminoles,35.2941,56.25,16.6667,-134.5696,-171.8208,-101.4574,-112.7451,-137.5,-90.7407,8.0,-31.205
2014,bill-rabinowitz,alabama-crimson-tide,3.3613,-36.6071,38.8889,-117.7702,-160.9453,-79.3923,-111.8627,-146.875,-80.7407,10.0,-35.851
2014,bill-rabinowitz,auburn-tigers,-12.3177,-15.0,-9.6354,-62.5046,-74.9754,-50.0338,-59.1233,-76.6667,-41.5799,-7.0,-43.3
2014,bill-rabinowitz,mississippi-state-bulldogs,2.4887,-19.5411,22.0707,-79.9685,-55.1604,-102.0201,-70.8204,-51.3834,-88.0976,-2.0,-15.531
2014,bill-rabinowitz,ohio-state-buckeyes,-3.1273,5.2922,-9.6759,-39.7739,-17.4655,-57.1249,-40.3264,-16.7758,-58.6436,-3.0,-37.447
2014,bill-rabinowitz,oklahoma-sooners,-18.1489,-33.447,2.2485,-53.0937,-87.6902,-6.9651,-50.7556,-83.4375,-7.1797,-5.0,-29.398
2014,bill-rabinowitz,ole-miss-rebels,-1.0335,-1.5091,-0.6108,-33.0963,-37.3147,-29.3466,-30.9866,-31.9029,-30.1721,3.0,-37.587
2014,bill-rabinowitz,oregon-ducks,10.3782,55.8036,-30.0,-68.5765,-24.5856,-107.6794,-63.9496,-16.5179,-106.1111,2.0,-35.83
2014,bill-rabinowitz,tcu-horned-frogs,-5.9659,-4.4192,-6.4815,-36.8942,-11.6308,-45.3153,-38.5801,-12.0187,-47.4339,-4.0,-21.029
2014,bill-rabinowitz,baylor-bears,3.6835,7.4107,0.3704,-28.3504,-22.8135,-33.2721,-26.2229,-21.944,-30.0265,6.0,-29.087
2014,bill-rabinowitz,michigan-state-spartans,-10.9736,-10.6746,-11.2394,-46.0903,-46.2252,-45.9703,-43.1841,-42.2058,-44.0536,-13.0,-57.684
2014,bill-rabinowitz,notre-dame-fighting-irish,-2.605,0.0061,-7.8274,-36.0202,-34.2613,-39.5379,-30.7946,-28.3744,-35.6349,-1.0,-33.9
2014,bill-rabinowitz,texas-am-aggies,-4.4218,-4.4218,0.0,-30.3908,-30.3908,0.0,-30.6122,-30.6122,0.0,0.0,-12.255
2014,bill-rabinowitz,georgia-bulldogs,14.8993,15.5182,14.3492,-8.0562,-7.8618,-8.229,-6.8965,-6.7783,-7.0016,29.0,-9.719
2014,bill-rabinowitz,lsu-tigers,-3.7171,-9.4375,2.9568,-10.0194,-17.1927,-1.6505,-12.5911,-18.9392,-5.1849,-6.0,-14.376
2014,bill-rabinowitz,ucla-bruins,-0.9207,2.398,-4.2393,-23.9439,-20.9071,-26.9808,-21.1598,-17.0022,-25.3175,-1.0,-35.67
2014,bill-rabinowitz,usc-trojans,1.4496,5.3545,-4.0172,-6.8245,-7.4586,-5.9368,-8.3656,-8.0567,-8.798,4.0,-9.579
2014,bill-rabinowitz,kansas-state-wildcats,4.6915,4.1398,5.1207,-8.0104,-3.4585,-11.5507,-8.1973,-4.2338,-11.2801,11.0,-14.48
2014,bill-rabinowitz,arizona-state-sun-devils,-3.067,-2.66,-3.3835,-19.6985,-13.8927,-24.214,-18.4362,-12.2584,-23.2412,-4.0,-39.023
2014,bill-rabinowitz,wisconsin-badgers,-13.9443,9.1847,-22.6177,-23.7691,-2.2997,-31.8201,-22.8018,-0.4884,-31.1693,-18.0,-30.096
2014,bill-rabinowitz,arizona-wildcats,3.3742,-5.3323,7.2438,-8.0074,-8.6895,-7.7043,-8.2371,-9.4489,-7.6985,4.0,-12.876
2014,bill-rabinowitz,georgia-tech-yellow-jackets,8.0767,-4.7619,10.2165,-5.755,-3.8095,-6.0792,-5.924,-9.5238,-5.3241,7.0,-4.554
2014,bill-rabinowitz,south-carolina-gamecocks,17.2975,17.2975,0.0,0.7542,0.7542,0.0,0.0,0.0,0.0,6.0,0.383
2014,bill-rabinowitz,stanford-cardinal,-5.1269,-5.1269,0.0,-15.6205,-15.6205,0.0,-16.6026,-16.6026,0.0,-7.0,-16.762
2014,bill-rabinowitz,nebraska-cornhuskers,-1.4608,2.6267,-6.3659,-9.6868,-0.303,-20.9473,-9.7365,-1.8711,-19.1749,-2.0,-14.71
2014,bill-rabinowitz,boise-state-broncos,-13.8725,0.0,-13.8725,-12.6129,0.0,-12.6129,-14.2947,0.0,-14.2947,-11.0,-8.413
2014,bill-rabinowitz,virginia-tech-hokies,-21.4286,-21.4286,0.0,-27.2,-27.2,0.0,-21.4286,-21.4286,0.0,-3.0,-3.808
2014,bill-rabinowitz,missouri-tigers,-5.9975,-26.3585,10.2913,-11.6635,-23.0882,-2.5238,-12.9561,-26.1228,-2.4227,-10.0,-16.692
2014,bill-rabinowitz,clemson-tigers,-1.7649,-3.4808,-0.907,-7.3083,-1.5398,-10.1926,-9.9566,-4.8945,-12.4876,-3.0,-12.68
2014,bill-rabinowitz,east-carolina-pirates,-6.6979,-9.1529,-0.5602,-11.1902,-12.647,-7.5482,-11.4776,-12.5392,-8.8235,-8.0,-12.486
2014,bill-rabinowitz,byu-cougars,-10.8892,-10.8892,0.0,-8.6958,-8.6958,0.0,-12.4747,-12.4747,0.0,-8.0,-5.478
2014,bill-rabinowitz,oklahoma-state-cowboys,-10.3573,-10.3573,0.0,-6.0512,-6.0512,0.0,-8.5258,-8.5258,0.0,-15.0,-7.559
2014,bill-rabinowitz,colorado-state-rams,-20.9095,0.0,-20.9095,-8.5966,0.0,-8.5966,-9.0055,0.0,-9.0055,-22.0,-8.327
2014,bill-rabinowitz,utah-utes,8.2161,0.0,8.2161,1.5751,0.0,1.5751,2.4148,0.0,2.4148,9.0,3.241
2014,bill-rabinowitz,marshall-thundering-herd,-9.7495,-6.3478,-10.8833,-5.8489,10.7543,-11.3832,-8.0797,11.7965,-14.7051,-15.0,-7.852
2014,bill-rabinowitz,north-carolina-tar-heels,-13.3333,-13.3333,0.0,-5.5725,-5.5725,0.0,-10.0,-10.0,0.0,-8.0,-3.265
2014,bill-rabinowitz,west-virginia-mountaineers,-2.381,0.0,-2.381,-6.1612,0.0,-6.1612,-9.7619,0.0,-9.7619,-1.0,-2.511
2014,bill-rabinowitz,louisville-cardinals,-0.3049,10.0,-4.4269,0.6412,11.8677,-3.8494,-2.3764,7.8973,-6.4859,-1.0,1.079
2014,bill-rabinowitz,washington-huskies,-19.0476,-19.0476,0.0,-9.5238,-9.5238,0.0,-9.5238,-9.5238,0.0,-4.0,-2.0
2014,bill-rabinowitz,duke-blue-devils,4.7727,0.0,4.7727,2.1159,0.0,2.1159,0.0,0.0,0.0,2.0,0.901
2014,bill-rabinowitz,texas-longhorns,-18.1818,-18.1818,0.0,-1.5136,-1.5136,0.0,-4.5455,-4.5455,0.0,-4.0,-0.333
2014,bill-rabinowitz,minnesota-golden-gophers,-4.249,0.0,-4.249,-3.8761,0.0,-3.8761,-6.5217,0.0,-6.5217,-2.0,-1.783
2014,bill-rabinowitz,memphis-tigers,-8.6957,0.0,-8.6957,-5.3696,0.0,-5.3696,-4.3478,0.0,-4.3478,-2.0,-1.235
