voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean,n
adam-jude,georgia-tech-yellow-jackets,0.7388564605996285,0.7815401963385513,0.4118134783762271,0.4511143539400371,0.6653289997346776,0.3393141416821438,0.4618599097903953,0.6813478376227116,0.35437118599097905,0.6915295834438843,0.5323693287344123,0.6221146192624039
adam-jude,kansas-state-wildcats,0.8483019368532767,0.9013664101883789,0.4207681082515256,0.9169540992305651,0.9440833112231362,0.597638630936588,0.9395728309896524,0.9572830989652428,0.6131268240912708,0.8762271159458742,0.7907933138763598,0.785520031838684
adam-jude,wisconsin-badgers,0.3254842133191828,0.2202175643406739,0.7832979570177766,0.18227646590607588,0.14194746617139825,0.26830724330061023,0.17637304324754577,0.14261077208808703,0.2405147253913505,0.20204298222340145,0.10175112762005838,0.9170867604139029
adam-jude,boise-state-broncos,0.20854338020695146,0.43602414433536746,0.14002387901300078,0.43439904483947994,0.5233152029716105,0.379609976120987,0.3947333510214911,0.521159458742372,0.3507561687450252,0.2229371185990979,0.4874635181745821,0.9170867604139029
adam-jude,usc-trojans,0.5348898912178297,0.4364552931812152,0.4147651897054922,0.34790395330326346,0.2743433271424781,0.4200053064473335,0.37121915627487395,0.30631467232687715,0.39977447598832583,0.3605730963120191,0.3071769700185726,0.9170867604139029
adam-jude,south-carolina-gamecocks,0.9707482090740249,0.9627885380737596,0.5620191032104006,0.953369594056779,0.9524078004775802,0.7685725656672857,0.9556248341735208,0.9530379410984346,0.7834637834969488,0.9075683205094189,0.949058105598302,0.25749535685858316
adam-jude,nebraska-cornhuskers,0.353309896524277,0.4154616609180154,0.10728973202440965,0.41466569381798885,0.49552268506235075,0.16032104006367737,0.44802998142743433,0.5425179092597506,0.16433404085964448,0.0937582913239586,0.21205890156540197,0.6221146192624039
adam-jude,missouri-tigers,0.15448394799681614,0.1495091536216503,0.27232024409657735,0.44686919607322895,0.47234014327407803,0.332150437781905,0.4404351286813478,0.4610639426903688,0.3298288670734943,0.08758954629875298,0.3488989121782966,0.6221146192624039
adam-jude,stanford-cardinal,0.582979570177766,0.7291721942159725,0.1907667816396922,0.3142080127354736,0.36395595648713186,0.19786415494826215,0.330790660652693,0.38548023348368265,0.19660387370655347,0.4249469355266649,0.2169673653488989,0.9170867604139029
adam-jude,oklahoma-state-cowboys,0.7328867073494295,0.48607057574953566,0.8814672326877155,0.6701379676306712,0.602480764128416,0.6348500928628283,0.6728575218890952,0.6168081719288936,0.6112364022287079,0.8648514194746617,0.6573361634385779,0.9170867604139029
adam-jude,clemson-tigers,0.5451048023348368,0.18718492968957284,0.8924117803130804,0.0407269832846909,0.04954895197665163,0.025139294242504644,0.040196338551339875,0.04868665428495622,0.026067922525868932,0.6997545768108252,0.13385513398779517,0.9170867604139029
adam-jude,ucf-knights,0.14579464048819316,0.2208145396656938,0.43582515256036086,0.3849827540461661,0.4875961793579199,0.31878482356062615,0.3594786415494826,0.4744627222074821,0.32243300610241443,0.8268108251525603,0.474529052799151,0.785520031838684
adam-jude,utah-utes,0.11972671796232423,0.07024409657734147,0.16250994958875034,0.315070310427169,0.22486070575749537,0.29556911647651896,0.3022685062350756,0.21836030777394536,0.2880737596179358,0.012138498275404617,0.08079066065269302,0.9170867604139029
adam-jude,west-virginia-mountaineers,0.41430087556381,0.49674980100822497,0.34027593526134253,0.4213982488723799,0.44862695675245423,0.30664632528522157,0.43549349960201644,0.4531042716901035,0.3303263465110109,0.3261475192358716,0.27958344388431944,0.8707216768373574
adam-jude,marshall-thundering-herd,0.5698792783231627,0.15534624568851155,0.7088087025736269,0.7909259750596975,0.8397784558238259,0.6204231891748474,0.7435659326081189,0.7910586362430353,0.5419540992305651,0.4632860175112762,0.7287410453701247,0.25749535685858316
adam-jude,virginia-tech-hokies,0.7745423189174847,0.5161846643672061,0.7647253913504909,0.7485407269832847,0.47578933404085966,0.6578004775802601,0.8178561952772618,0.5430485539931016,0.6635712390554523,0.6840010612894667,0.5354205359511807,0.8707216768373574
adam-jude,east-carolina-pirates,0.9132064208012736,0.9516449986733881,0.8533762271159459,0.9057442292385248,0.9637503316529583,0.6336229769169541,0.9168214380472274,0.9755903422658531,0.6122976916954099,0.9198394799681613,0.945210931281507,0.25749535685858316
adam-jude,duke-blue-devils,0.6266914300875563,0.7246617139824887,0.4094255770761475,0.8865415229503847,0.6912642610772088,0.9431546829397718,0.8825285221544176,0.6731228442557707,0.9400371451313345,0.6063611037410453,0.9294242504643141,0.6221146192624039
adam-jude,colorado-state-rams,0.4046497744759883,0.5964778455823826,0.2488060493499602,0.6517643937383921,0.7637967630671265,0.4934001061289467,0.7096046696736535,0.7910586362430353,0.5360838418678695,0.4632860175112762,0.7007495356858583,0.25749535685858316
adam-jude,byu-cougars,0.5080260015919342,0.7136840010612895,0.2612098699920403,0.6606858583178562,0.6262271159458742,0.5869925709737331,0.6186654284956222,0.5900769434863359,0.6000265322366676,0.6840010612894667,0.8317192889360573,0.8707216768373574
adam-jude,louisville-cardinals,0.65839745290528,0.5085898116211197,0.8662775271955426,0.3179556911647652,0.2850225524011674,0.4003714513133457,0.32302998142743433,0.27931812151764396,0.4393075086229769,0.7826346511010879,0.3820642080127355,0.785520031838684
adam-jude,minnesota-golden-gophers,0.3816330591668878,0.5964778455823826,0.228309896524277,0.7786216503051208,0.7637967630671265,0.6162443618997081,0.772519235871584,0.7910586362430353,0.5952507296365084,0.3434929689572831,0.7656871849296896,0.25749535685858316
adam-jude,texas-tech-red-raiders,0.2324223932077474,0.21623772884054127,0.5620191032104006,0.6805187052268507,0.568320509418944,0.7685725656672857,0.6446670204298223,0.5380074290262669,0.7834637834969488,0.3737728840541258,0.7394534359246484,0.785520031838684
adam-jude,penn-state-nittany-lions,0.9073029981427434,0.8811355797293712,0.9412310957813743,0.6236070575749536,0.5392013796763067,0.49960201644998675,0.6855266648978509,0.6304059432210135,0.5429822234014328,0.9705492172990183,0.8515521358450517,0.8707216768373574
adam-jude,washington-huskies,0.2737463518174582,0.2167020429822234,0.2140488193154683,0.1569381798885646,0.1215839745290528,0.13604404351286814,0.16662244627222075,0.12390554523746351,0.14363889625895462,0.37596179357919873,0.09611302732820377,0.8707216768373574
adam-jude,iowa-hawkeyes,0.7322234014327408,0.7281772353409393,0.8108251525603608,0.644269036879809,0.5804590076943487,0.396391615813213,0.665428495622181,0.5654682939771822,0.41814804988060494,0.734511806845317,0.6071902361369064,0.8707216768373574
adam-jude,air-force-falcons,0.4518439904483948,0.5964778455823826,0.28847174316794905,0.9644136375696472,0.7637967630671265,0.9806977978243566,0.9246484478641549,0.7910586362430353,0.9532369328734412,0.5340275935261343,0.9148315202971611,0.25749535685858316
adam-sparks,florida-state-seminoles,0.9367869461395596,0.8132793844521093,0.9834836826744494,0.010148580525338286,0.0019899177500663306,0.030910055717697,0.013929424250464313,0.004908463783496949,0.03246882462191563,0.7598169275669939,0.04749270363491642,0.25749535685858316
adam-sparks,mississippi-state-bulldogs,0.5894468028654816,0.9391085168479703,0.14473335102149112,0.023613690634120457,0.07402494030246749,0.009949588750331653,0.027062881400902097,0.08284690899442823,0.012868134783762272,0.5340275935261343,0.08841867869461395,0.25749535685858316
adam-sparks,alabama-crimson-tide,0.9806977978243566,0.9984743963916158,0.014360573096312019,0.031507031042716904,0.6604868665428496,0.003217033695940568,0.03008092332183603,0.9463053860440435,0.0030180419209339345,0.968791456619793,0.10874900504112496,0.25749535685858316
adam-sparks,ohio-state-buckeyes,0.777427699655081,0.7476452639957548,0.8708211727248607,0.2104669673653489,0.3426306712655877,0.09047492703634917,0.1961395595648713,0.34797028389493234,0.08224993366940833,0.8268108251525603,0.10294507827009818,0.25749535685858316
adam-sparks,auburn-tigers,0.007362695675245423,0.0010612894667020429,0.9067723534093924,0.021690103475723005,0.003648182541788273,0.1853608384186787,0.021292119925709736,0.0018572565667285751,0.24273680021225788,0.08758954629875298,0.007893340408596445,0.25749535685858316
adam-sparks,ole-miss-rebels,0.3485340939241178,0.4721079862032369,0.11869859379145661,0.12599495887503318,0.12888033961262935,0.08271424781109048,0.13352348102945077,0.15116741841337225,0.08168612364022287,0.2229371185990979,0.012138498275404617,0.25749535685858316
adam-sparks,oregon-ducks,0.9481958079066065,0.9898182541788273,0.2802467498010082,0.08035951180684532,0.12934465375431148,0.040130007959671,0.08699257097373309,0.17517909259750597,0.03959936322631998,0.7598169275669939,0.05730963120191032,0.25749535685858316
adam-sparks,oklahoma-sooners,0.9285619527726188,0.8937052268506235,0.9736004245157867,0.43111568055187055,0.19537675776067923,0.9777460864950915,0.47980233483682677,0.21401565401963385,0.9795370124701512,0.9813942690368798,0.6474529052799151,0.25749535685858316
adam-sparks,texas-am-aggies,0.003913504908463783,0.0042451578668081715,0.15746882462191564,0.028588485009286284,0.023812682409127088,0.9411647651897055,0.024608649509153622,0.021093128150703105,0.7834637834969488,0.049416290793313875,0.10944547625364819,0.25749535685858316
adam-sparks,notre-dame-fighting-irish,0.4767179623242239,0.37964314141682143,0.3511541522950385,0.14493234279649775,0.10874900504112496,0.17703634916423455,0.16954099230565137,0.12569647121252323,0.1893075086229769,0.7167683735738922,0.11488458477049615,0.25749535685858316
adam-sparks,georgia-bulldogs,0.6692756699389758,0.14058768904218627,0.957150437781905,0.2512934465375431,0.11143539400371451,0.4702175643406739,0.25921995224197397,0.10845051737861501,0.5174117803130804,0.9075683205094189,0.09969487927832316,0.25749535685858316
adam-sparks,tcu-horned-frogs,0.8897585566463253,0.9686919607322897,0.8881997877421066,0.28674714778455823,0.9461395595648713,0.13962589546298754,0.2714579464048819,0.9724064738657469,0.12639294242504642,0.8935394003714513,0.3916821438047227,0.25749535685858316
adam-sparks,baylor-bears,0.3517842929158928,0.9125099495887503,0.02295038471743168,0.1162111966038737,0.34123772884054127,0.04397718227646591,0.11810161846643671,0.35855001326611835,0.044905810559830193,0.25679888564605996,0.02666489785088883,0.25749535685858316
adam-sparks,south-carolina-gamecocks,0.039698859113823294,0.044806314672326875,0.5620191032104006,0.1425112762005837,0.14005704430883523,0.7685725656672857,0.13047227381268242,0.12775271955425843,0.7834637834969488,0.03883656142212789,0.19481294773149377,0.25749535685858316
adam-sparks,lsu-tigers,0.3268108251525604,0.17368665428495622,0.6923918811355797,0.45128018041920936,0.2917219421597241,0.5231825417882727,0.3915826479172194,0.2618400106128947,0.42720217564340673,0.19302202175643407,0.3462456885115415,0.25749535685858316
adam-sparks,arizona-state-sun-devils,0.9338352348102945,0.9473335102149111,0.9331055983019368,0.8326810825152561,0.9783762271159459,0.3808039267710268,0.8844189440169806,0.9836163438577872,0.415959140355532,0.9979769169540992,0.9905147253913504,0.25749535685858316
adam-sparks,michigan-state-spartans,0.9913770230830459,0.9941629079331388,0.9869660387370656,0.9412310957813743,0.990481560095516,0.5912708941363757,0.9723069779782436,0.9944282302998143,0.6518307243300611,0.9996020164499867,0.9958875033165295,0.25749535685858316
adam-sparks,clemson-tigers,0.4230896789599363,0.03634916423454497,0.9224263730432476,0.45383390819846114,0.12675776067922526,0.9136375696471213,0.4012669143008756,0.10785354205359511,0.9033894932342796,0.664068718492969,0.4054789068718493,0.25749535685858316
adam-sparks,ucla-bruins,0.28581851950119397,0.2822035022552401,0.14221278853807376,0.21836030777394536,0.1792252586893075,0.16728575218890954,0.24356593260811887,0.2095383390819846,0.1726253648182542,0.02805784027593526,0.007959671000265322,0.25749535685858316
adam-sparks,arizona-wildcats,0.11929556911647651,0.1917617405147254,0.05133987795171133,0.15252719554258423,0.18705226850623508,0.0977712921199257,0.14357256566728574,0.16887768638896258,0.09415627487397188,0.049416290793313875,0.02945078270098169,0.25749535685858316
adam-sparks,georgia-tech-yellow-jackets,0.7252255240116742,0.15382064208012736,0.9502520562483417,0.6950119395065004,0.49250464314141684,0.6016516317325551,0.6842663836561422,0.41390289201379676,0.6332913239586098,0.6063611037410453,0.5526996550809233,0.25749535685858316
adam-sparks,usc-trojans,0.4375497479437517,0.2724529052799151,0.86820111435394,0.46467895993632263,0.3037941098434598,0.9285619527726188,0.4536017511276201,0.3022353409392412,0.6623441231095781,0.3434929689572831,0.3382860175112762,0.25749535685858316
adam-sparks,stanford-cardinal,0.6560427169010348,0.6915295834438843,0.5620191032104006,0.4198063146723269,0.36173388166622444,0.7685725656672857,0.3996749801008225,0.34850092862828336,0.7834637834969488,0.7167683735738922,0.4269036879808968,0.25749535685858316
adam-sparks,kansas-state-wildcats,0.8923122844255771,0.5964778455823826,0.9277991509684267,0.6758755638100292,0.7637967630671265,0.5174449456089149,0.7089413637569647,0.7910586362430353,0.5351883788803397,0.929789068718493,0.5760148580525338,0.25749535685858316
adam-sparks,virginia-tech-hokies,0.03634916423454497,0.04178827275139294,0.5620191032104006,0.2172326877155744,0.20539267710267975,0.7685725656672857,0.2371981958079066,0.2208145396656938,0.7834637834969488,0.2229371185990979,0.6142544441496418,0.25749535685858316
adam-sparks,nebraska-cornhuskers,0.025271955425842398,0.013697267179623242,0.12191562748739719,0.13024011674184133,0.10168479702838949,0.15156540196338553,0.12005837092066861,0.09160254709472009,0.16241045370124702,0.0010281241708676042,0.0011939506500397983,0.25749535685858316
adam-sparks,wisconsin-badgers,0.8450517378615017,0.9790063677368002,0.22423056513664102,0.6307044308835235,0.9909127089413637,0.19693552666489786,0.7003847174316795,0.9895860971079862,0.22691695409923057,0.9478973202440966,0.6853940037145131,0.25749535685858316
adam-sparks,duke-blue-devils,0.031175378084372513,0.05127354736004245,0.011707349429556911,0.26950119395065003,0.3517842929158928,0.16363756964712126,0.23762934465375432,0.3048222340143274,0.14526399575484214,0.0011607853542053596,0.02600159193420005,0.25749535685858316
adam-sparks,missouri-tigers,0.2387237994162908,0.21053329795701778,0.13106924913770232,0.4896855929954895,0.5526664897850889,0.25033165295834436,0.4602348102945078,0.5242106659591403,0.23268771557442292,0.024873971875829133,0.169739984080658,0.25749535685858316
adam-sparks,marshall-thundering-herd,0.07160387370655347,0.09180153886972672,0.03120854338020695,0.371451313345715,0.6231759087291059,0.17720217564340673,0.33142080127354734,0.6527925179092597,0.14798355001326613,0.0025205624834173522,0.05929954895197665,0.25749535685858316
adam-sparks,louisville-cardinals,0.2065534624568851,0.05459007694348634,0.9107190236136906,0.5553528787476785,0.2964314141682144,0.9550610241443354,0.4529716105067657,0.23056513664101883,0.9361568055187053,0.14619262403820643,0.5349562218094985,0.25749535685858316
adam-sparks,east-carolina-pirates,0.22340143274078006,0.23918811355797293,0.07084107190236137,0.4018970549217299,0.39858052533828603,0.17932475457681082,0.39370522685062354,0.4070376757760679,0.16055319713451843,0.08758954629875298,0.25378084372512605,0.25749535685858316
adam-sparks,boise-state-broncos,0.613358981162112,0.5964778455823826,0.5620191032104006,0.8003117537808437,0.7637967630671265,0.636641018837888,0.7773282037675776,0.7910586362430353,0.5994627222074821,0.6063611037410453,0.7994826213849827,0.25749535685858316
adam-sparks,utah-utes,0.8999071371716636,0.5964778455823826,0.9325749535685859,0.9267378615017245,0.7637967630671265,0.9566861236402229,0.946869196073229,0.7910586362430353,0.9672326877155745,0.9396391615813213,0.9738657468824622,0.25749535685858316
adam-sparks,byu-cougars,0.46981958079066066,0.41347174316794905,0.5620191032104006,0.7949058105598302,0.6723600424515787,0.7685725656672857,0.7060559830193686,0.5922658530114089,0.7834637834969488,0.39917750066330593,0.7970615547890687,0.25749535685858316
adam-sparks,oklahoma-state-cowboys,0.9717431679490581,0.9647121252321571,0.5620191032104006,0.9983417352082781,0.9979437516582648,0.7685725656672857,0.9984743963916158,0.9980100822499337,0.7834637834969488,0.929789068718493,0.994030246749801,0.25749535685858316
adam-sparks,colorado-state-rams,0.5703435924648448,0.5964778455823826,0.40740249403024675,0.8409060758821969,0.7637967630671265,0.8917484743963916,0.8411382329530379,0.7910586362430353,0.6651963385513399,0.5340275935261343,0.8559631201910322,0.25749535685858316
adam-sparks,washington-huskies,0.27115945874237196,0.24737994162907934,0.5620191032104006,0.896690103475723,0.8968559299548952,0.7685725656672857,0.9135712390554523,0.9119461395595648,0.7834637834969488,0.3434929689572831,0.8940700451048024,0.25749535685858316
adam-sparks,minnesota-golden-gophers,0.7642942425046432,0.5964778455823826,0.8295967100026532,0.780080923321836,0.7637967630671265,0.6174051472539135,0.7313942690368798,0.7910586362430353,0.5566131599893871,0.664068718492969,0.8011077208808702,0.25749535685858316
adam-sparks,texas-longhorns,0.36216503051207216,0.3238591138232953,0.5620191032104006,0.9508490315733616,0.9499204032899974,0.7685725656672857,0.9553926771026797,0.9527394534359247,0.7834637834969488,0.39917750066330593,0.9466038737065534,0.25749535685858316
adam-sparks,virginia-cavaliers,0.29198726452639956,0.2636972671796232,0.5620191032104006,0.8266781639692226,0.7637967630671265,0.7685725656672857,0.8531109047492703,0.7910586362430353,0.7834637834969488,0.4632860175112762,0.8216702042982224,0.25749535685858316
adam-sparks,west-virginia-mountaineers,0.9218293977182277,0.5964778455823826,0.9503515521358451,0.9751260281241708,0.7637967630671265,0.9858052533828602,0.9573825948527461,0.7910586362430353,0.9737662509949588,0.8544375165826479,0.9643804722738126,0.25749535685858316
adam-sparks,memphis-tigers,0.5340275935261343,0.5964778455823826,0.3671729901830724,0.8973202440965773,0.7637967630671265,0.935460334306182,0.9112828336428761,0.7910586362430353,0.9440169806314672,0.5340275935261343,0.8987131865216238,0.25749535685858316
adam-zucker,florida-state-seminoles,0.9361236402228708,0.9836163438577872,0.3847174316794906,0.20549217299018308,0.3028654815600955,0.13213053860440435,0.2261873175908729,0.3542716901034757,0.13604404351286814,0.6915295834438843,0.26764393738392145,0.9763531440700451
adam-zucker,oregon-ducks,0.5392013796763067,0.4795038471743168,0.29895197665163176,0.20728309896524277,0.18028654815600956,0.1489121782966304,0.2164367206155479,0.201180684531706,0.1474529052799151,0.581619793048554,0.22426373043247547,0.991542849562218
adam-zucker,alabama-crimson-tide,0.7340806579994693,0.8479039533032635,0.6868532767312284,0.02208808702573627,0.024276996550809234,0.02029716105067657,0.022021756434067393,0.024873971875829133,0.01943486335898116,0.7442292385248076,0.09054125762801804,0.991542849562218
adam-zucker,auburn-tigers,0.09498540726983284,0.0820509418944017,0.3219686919607323,0.09637834969487928,0.08603077739453435,0.21955425842398515,0.09475325019899178,0.08357654550278588,0.2156739188113558,0.5624834173520827,0.20648713186521625,0.9650437781905015
adam-zucker,mississippi-state-bulldogs,0.6000265322366676,0.2530512072167684,0.8264128416025471,0.2547094720084903,0.2673122844255771,0.15136641018837887,0.2697001857256567,0.2541788272751393,0.17199522419739985,0.5050079596710003,0.520031838684001,0.9170867604139029
adam-zucker,ohio-state-buckeyes,0.16025470947200848,0.23381533563279386,0.07953037941098434,0.029052799150968426,0.031109047492703636,0.028721146192624038,0.027328203767577608,0.02752719554258424,0.029185460334306183,0.664068718492969,0.09976120986999204,0.991542849562218
adam-zucker,oklahoma-sooners,0.39851419474661715,0.2760679225258689,0.4001724595383391,0.12264526399575484,0.10573096312019103,0.13166622446272222,0.12649243831254975,0.1081851950119395,0.13319182807110638,0.6956752454231891,0.1810161846643672,0.991542849562218
adam-zucker,ole-miss-rebels,0.6258954629875298,0.48427964977447596,0.7245290527991509,0.25610241443353676,0.20283894932342797,0.32057574953568585,0.26996550809233216,0.21769700185725657,0.3147054921729902,0.6412841602547095,0.18565932608118865,0.9650437781905015
adam-zucker,tcu-horned-frogs,0.4678959936322632,0.47459538339081986,0.7507959671000265,0.16164765189705493,0.1857256566728575,0.16887768638896258,0.17013796763067127,0.20648713186521625,0.17617405147253914,0.7782568320509419,0.339479968161316,0.946570708410719
adam-zucker,baylor-bears,0.5025205624834174,0.18446537543114885,0.8741377023083046,0.18267444945608916,0.107919872645264,0.2542451578668082,0.20018572565667286,0.1087821703369594,0.3165959140355532,0.5838750331652959,0.2588882992836296,0.9650437781905015
adam-zucker,michigan-state-spartans,0.2570973733085699,0.3079729371185991,0.2351419474661714,0.17172990183072434,0.176240382064208,0.2047625364818254,0.17882727513929425,0.18837888033961264,0.20191032104006368,0.1581321305386044,0.1239718758291324,0.9650437781905015
adam-zucker,texas-am-aggies,0.24144335367471478,0.25756168745025204,0.18731759087291058,0.27945078270098167,0.2732157070841072,0.3127487397187583,0.26684797028389495,0.2655213584505174,0.30989652427699654,0.23656805518705226,0.30160520031838683,0.991542849562218
adam-zucker,georgia-bulldogs,0.8201777659856726,0.8485672592199522,0.8469089944282303,0.03734412310957814,0.043910851684797025,0.041920933934730696,0.03933404085964447,0.04669673653488989,0.04165561156805519,0.7003847174316795,0.13611037410453702,0.991542849562218
adam-zucker,notre-dame-fighting-irish,0.7842265853011409,0.789068718492969,0.846577341469886,0.22990183072433007,0.2232024409657734,0.1872512602812417,0.25013266118333777,0.23580525338286018,0.21086495091536217,0.8457482090740249,0.21318652162377288,0.991542849562218
adam-zucker,arizona-state-sun-devils,0.12543114884584772,0.13286017511276202,0.16562748739718758,0.25921995224197397,0.25,0.3329132395860971,0.2560360838418679,0.24933669408331122,0.3315202971610507,0.1532568320509419,0.27069514460068983,0.9170867604139029
adam-zucker,ucla-bruins,0.3928760944547625,0.2354072698328469,0.7947731493764925,0.4370522685062351,0.26883788803396125,0.5643406739188114,0.4390421862563014,0.26751127620058374,0.577009816927567,0.5055717697001857,0.4180153886972672,0.9650437781905015
adam-zucker,arizona-wildcats,0.4292915892809764,0.8259153621650305,0.13372247280445743,0.396391615813213,0.6897718227646591,0.25285221544176173,0.3626956752454232,0.7009816927566994,0.23235606261607852,0.5633457150437782,0.4744627222074821,0.9170867604139029
adam-zucker,usc-trojans,0.26339877951711327,0.4363889625895463,0.240780047758026,0.20084903157336165,0.25915362165030514,0.2660520031838684,0.1991244361899708,0.25928628283364286,0.26512337490050414,0.31987927832316265,0.24243831254974793,0.991542849562218
adam-zucker,kansas-state-wildcats,0.3946670204298222,0.29974794375165825,0.41927566993897586,0.6630405943221014,0.4935990979039533,0.5822499336694084,0.6477182276465906,0.4798355001326612,0.5852348102945079,0.3130140620854338,0.5030512072167683,0.991542849562218
adam-zucker,georgia-tech-yellow-jackets,0.4063412045635447,0.6888431944812947,0.34193420005306446,0.6856261607853542,0.8795436455293181,0.5327673122844255,0.6422791191297427,0.7056248341735208,0.5364154948262139,0.5733616343857787,0.6659591403555319,0.8707216768373574
adam-zucker,south-carolina-gamecocks,0.04258423985141947,0.10035818519501194,0.14904483947996816,0.25278588485009285,0.3656805518705227,0.39081984611302734,0.25311753780843727,0.37878084372512605,0.39579464048819313,0.13697267179623243,0.46219156274873974,0.8707216768373574
adam-zucker,lsu-tigers,0.630671265587689,0.5059034226585302,0.7824024940302468,0.2067856195277262,0.29676306712655875,0.1471212523215707,0.20582382594852747,0.286349164234545,0.15030512072167684,0.664068718492969,0.31586627752719554,0.991542849562218
adam-zucker,wisconsin-badgers,0.5638763597771292,0.8349031573361635,0.23905545237463519,0.3434598036614487,0.3965242769965508,0.2339479968161316,0.33569912443619,0.413770230830459,0.22214115149907138,0.7002520562483417,0.3357654550278589,0.9845449721411516
